id_estudo,titulo,autores,ano,doi,decisao_final,classificacao,proveniencia_tecnica,duplicata_de,arquivo_pdf,pagina_evidencia,corpus,incluido_no_corpus,justificativa_decisao,data_validacao_autor,status_validacao,desenho_estudo,veiculo,setor,mecanismos,camadas,alinhamento_questoes_pesquisa,hash_pdf,trecho_evidencia,limitacoes,nota_metadados
CAND-000048__6422227a,ConfidentNeuro: Conformal Prediction-Based Uncertainty Quantification for Hallucination Risk Scoring in LLM-Assisted Alzheimer's Clinical Decision Support,Afreen Khan; Samreen Khan; Mudassir Khan; Mazliham Mohd Su'ud; Muhammad Mansoor Alam; Saurav Mallik,2026,10.21203/rs.3.rs-9707462/v1,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000048__6422227a.pdf,2,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Research Square,healthcare,Uncertainty and hallucination risk governance for LLMs in clinical decision support | Conformal prediction with calibration and perturbation auditing in Alzheimer's care,deployment safety | monitoring and audit | risk control,auditoria e calibração | controle de risco | governança de IA generativa em contextos regulados | saúde de alto risco,8a6175abce6cf8974968122ff50f4f3b6a55da689ce523e9befdff396fd9adb9,clinical decision support (CDS) systems built on large language models (LLMs) have become increasingly common in neurological care,,
CAND-000050__a8038c66,Safety-focused development and evaluation of an LLM sexual well-being chatbot for women: A methods-focused feasibility study,"Alice E McGee, Guy Parsons, Liudmila Zhaunova, Alison Paul, Aliaksandr Kazlou, Yihan Xu, Heorhi Stsefanovich, Anna Klepchukova, András Meczner",2026,10.1177/20552076261435861,incluir_central,evidencia_central,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000050__a8038c66.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,unclear,digital health / sexual health education,Safety-focused governance framework for LLM conversational health systems | Staged clinical oversight and automated critic-assisted review in sexual well-being chatbots,auxiliary_critic_model | clinician_review | content_safeguards | design_requirements | evaluation_pipeline | real_user_monitoring | technical_safeguards,contextos regulados de saúde | controle de risco | governança de IA generativa em sistemas conversacionais | monitoramento pós-implantação | segurança clínica | supervisão humana,619afe857e784573f560d364944680420dd3a51721f890443649f1d9809f4065,This study designed and evaluated a safety-focused framework for an LLM-based sexual well-being chatbot in a mobile application.,,
CAND-000056__ab00b4d6,Generative AI Chatbot for Diabetes Management: Formative 2-Part Qualitative Study Using DTalksBot Involving Patients and Clinicians,Soyun Jeon; Seolhee Lee; Esther Hehsun Kim; Jinsu Eun; Kwangwon Lee; Hajin Lim; Joonhwan Lee,2025,10.2196/72553,incluir_central,evidencia_central,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000056__ab00b4d6.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,JMIR Formative Research,health care,Boundary setting and stakeholder evaluation of generative AI chatbots for diabetes self-management | Clinician review of conversation logs and limits of chatbot personalization,human_oversight_layer | interaction_layer | knowledge_retrieval_layer,governance_boundaries | human_oversight | post_interaction_monitoring_via_logs | regulated_healthcare_deployment,ec3d898340e4598577497565d45bb279c48c99e5511a46cd3474d7634a94914b,"This study was conducted using DTalksBot, a generative AI chatbot powered by GPT-4 (OpenAI) and enhanced with retrieval-augmented generation.",,
CAND-000060__4ee48a26,Trustworthy Embodied Conversational Agents for Healthcare: A Design Exploration of Embodied Conversational Agents for the periconception period at Erasmus MC,"Maria Luce Lupetti, Emma Hagens, Willem van der Maden, Régine Steegers, Melek Rousian",2023,10.1145/3571884.3597128,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000060__4ee48a26.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,"Proceedings of the 5th International Conference on Conversational User Interfaces, CUI 2023",healthcare,Trustworthiness of conversational agents in healthcare | Impact of embodiment and conversational style on perceived trust,interaction design | user trust perception,conversational_ai_in_regulated_domains | trust_transparency_accountability,93275417e53801a8a1463bc5396782eb478bc76b5ccb43cadfa7cd0b46777962,"Published in: Proceedings of the 5th International Conference on Conversational User Interfaces, CUI 2023",,
CAND-000062__461df7f0,On the Quest for Effectiveness in Human Oversight: Interdisciplinary Perspectives,Sarah Sterz; Kevin Baum; Sebastian Biewer; Holger Hermanns; Anne Lauber-Rönsberg; Philip Meinel; Markus Langer,2024,10.1145/3630106.3659051,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000062__461df7f0.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,"ACM Conference on Fairness, Accountability, and Transparency (ACM FAccT '24)",high-risk AI applications; regulatory policy,Conditions and enablers of effective human oversight in high-risk AI | Alignment between conceptual oversight effectiveness and EU AI Act requirements,environmental circumstances | individual factors of oversight persons | oversight person | regulatory framework | technical design of the system,accountability | compliance | human oversight | mitigação de risco | risk management | supervisão humana,9e64702f8323b5249a7e17ee66bb21250f17c115455f1bcdc3966a5ce346f813,"for human oversight to be effective, the oversight person has to have (a) sufficient causal power with regard to the system and its effects, (b) suitable epistemic access to relevant aspects of the situation, (c) self-control, and (d) fitting intentions for their role.",,
CAND-000063__0222ae7e,Effective Human Oversight of AI-Based Systems: A Signal Detection Perspective on the Detection of Inaccurate and Unfair Outputs,Markus Langer; Kevin Baum; Nadine Schlicker,2025,10.1007/s11023-024-09701-0,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000063__0222ae7e.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Minds and Machines,"high-risk AI decision contexts including hiring, medical decision-making, and judicial decision-making",Conditions for effective human oversight of AI-based systems | Signal Detection Theory perspective on detecting inaccurate and unfair AI outputs,error detection mechanism | oversight governance | person factors | system factors | task factors,accountability | fairness and bias governance | human oversight and supervision | regulated high-stakes contexts | risk control and mitigation,f7112ab057a7be0a60c3535dc4e41c615f682cb7420312139e5b319d5206eaa9,Minds and Machines (2025) 35:1 https://doi.org/10.1007/s11023-024-09701-0,,
CAND-000072__a83b171c,"Inteligência artificial, precedentes e a Resolução CNJ 615/2025",Anderson de Paiva Gabriel; Fabio Ribeiro Porto; Valter Shuenquener de Araújo,2025,10.70622/2236-8957.2025.649,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000072__a83b171c.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Revista da EMERJ,Poder Judiciário brasileiro,"Regulação e governança de IA, incluindo LLMs, no Poder Judiciário | Supervisão humana, transparência e responsabilização no uso de IA generativa em decisões judiciais",camada institucional de governança | camada regulatória/normativa | camada ética e de direitos fundamentais,accountability | compliance normativo | contextos regulados jurídicos | explicabilidade | gestão de risco | governança de IA generativa | supervisão humana,5efa434b103c7ba18338bbfc009d45e07a54d078b7c6b44328555350abdea60f,"O artigo analisa criticamente a Resolução CNJ nº 615/2025, destacando seu papel inovador na regulamentação do uso de inteligência artificial no Poder Judiciário brasileiro.",,
CAND-000073__9dc791fa,"Technical, legal, and ethical challenges of generative artificial intelligence: an analysis of the governance of training data and copyrights",Marcelo Pasetti; James William Santos; Nicholas Kluge Corrêa; Nythamar de Oliveira; Camila Palhares Barbosa,2025,10.1007/s44163-025-00379-6,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000073__9dc791fa.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Discover Artificial Intelligence,cross-sector legal and policy analysis,"Governance of generative AI training data and copyright | Comparative legal frameworks for transparency, compensation, and audit",intellectual property | legal-regulatory | training data,accountability and transparency | compliance and audit | generative AI governance | regulated legal contexts,3876e54595c5fdb8b0cf3273b11e0ff0db5f0082b82eda41a1210da22e9a9826,Pasetti et al. Discover Artificial Intelligence (2025) 5:193 https://doi.org/10.1007/s44163-025-00379-6,,
CAND-000080__d3fb71b1,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,"Nima Nouri, Ronen Artzi, Virginia Savova",2026,10.1038/s44387-025-00064-0,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000080__d3fb71b1.pdf,2,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,npj Artificial Intelligence,"biomedical research, pharmaceutical single-cell RNA sequencing",Agentic LLM-mediated conversational automation for biomedical data workflows | Tool-centric orchestration with limited explicit governance framing,analysis pipeline layer | interaction layer | orchestration layer | tool execution layer,LLM-based conversational systems | human oversight as risk mitigation | operational deployment in institutional biomedical settings,00b11b46a99f6700f8d293f08274e18456f00c53a658c34b2aac76166ef36c20,"CellAtria employs a large language model (LLM) to mediate task dispatch across a graph-based, multi-actor execution framework",,
CAND-000082__53e5dc7a,Assessing the User Experience of an LLM-Based Conversational Assistant in Diabetes Mellitus Care,"Vasco Furtado, Jorge Araujo, Elizabeth S. Furtado, Rafael Bomfim, Vitória Silva, Nickolas Mororó, Lucas Vasconcelos, Cecília Carvalho, Marcos Severo, Juliana Torres, Juliana Oliveira, Antonio Bruno Freitas",2025,10.1007/s41666-025-00217-5,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000082__53e5dc7a.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Journal of Healthcare Informatics Research,healthcare,User experience and safety of an LLM-based conversational assistant in diabetes care | Personalization-driven engagement with safety-layer needs in regulated healthcare,dialogue/personalization layer | multi-agent orchestration layer | safety detection layer,LLM conversational systems in regulated healthcare | operational governance through profiling and safety layers | safety and risk control in generative conversational assistants,c38c6d2b9c1774809c3ba226e5f55d2c429d26a58b0e6c4dcd97f756f597df8d,Received: 7 October 2024 / Revised: 18 August 2025 / Accepted: 26 September 2025,,
CAND-000102__a4826aa7,"Generative AI in healthcare: an implementation science informed translational path on application, integration and governance",Sandeep Reddy,2024,10.1186/s13012-024-01357-9,incluir_apoio,evidencia_apoio,corpus_historico_177,,arquivos_tratados_aigovernanca/fulltext_repository/pdfs/CAND-000102__a4826aa7.pdf,1,corpus_analitico_unico_tratado,sim,Classificação científica confirmada no inventário verificado do corpus.,2026-08-23,validado_pelo_autor,,Implementation Science,healthcare,Implementation-science-informed governance and integration of generative AI in healthcare | Translational adoption pathway with risk and ethical safeguards,clinical workflow | ethical/legal | organizational,generative AI governance in regulated settings | risk mitigation and compliance considerations in healthcare AI adoption,2652e6fc7e2a0778991bf9e62a55ac99d637f7ba56ca35421cabb7ccf175604d,DEBATE Open Access,,
