"identificador","titulo","decisao_checkpoint","classificacao_final","integra_universo_407","origem_classificacao","duplicata_de","justificativa","evidencia_adjudicacao","pagina_evidencia","arquivo_pdf","hash_pdf"
"CAND-000057__676cd121","The imperative for regulatory oversight of large language models (or generative AI) in healthcare","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","Perspective piece arguing for regulatory oversight of LLMs and generative AI in healthcare, with explicit discussion of conversational chatbots, safety, privacy, bias, and regulator-facing recommendations. Relevant as foundational policy context for governance in regulated healthcare, but not an empirical or operational study of conversational governance mechanisms.","","","CAND-000057__676cd121.pdf","c7a1bd45158103f3a75320a8fba016e57e953c1420906b482976c7fee187eba8"
"CAND-000058__4f2737e8","Towards trustworthy LLMs: a review on debiasing and dehallucinating in large language models","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article is a peer-reviewed survey on bias and hallucination mitigation in LLMs, framed around trustworthy LLMs. It is relevant as foundational/contextual evidence for LLM risk and mitigation, but the provided text contains no evidence on conversational systems, conversational governance, regulated/high-stakes domains, operational governance, audit/logging, human oversight, or compliance frameworks.","","","CAND-000058__4f2737e8.pdf","31d2586082a7df4f6d49c970084edbf516c561d73a0188a15f04c6bfff68b708"
"CAND-000059__9cedcc40","Optimizing Large Language Models in Distributed Environments: A Holistic Approach to Efficiency, Ethics, and Governance","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper explicitly addresses LLMs, ethics, fairness, explainability, audit logging, traceability, and regulation-compliant deployment, the provided text frames governance as a lightweight layer for distributed model lifecycle management rather than governance of conversational interactions. No chatbot, agent, RAG, guardrail, human handoff, contestation, or post-deployment conversational monitoring is described. The sole 'conversation' hit refers to prior scholarly discourse, not conversational AI.","","","CAND-000059__9cedcc40.pdf","9f7459ff8f7c167c2b916ca6f13684f7d23a50eba5a476c0d10949fa94367219"
"CAND-000060__4ee48a26","Trustworthy Embodied Conversational Agents for Healthcare: A Design Exploration of Embodied Conversational Agents for the periconception period at Erasmus MC","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper provides empirical evidence on trustworthy conversational agents in a regulated healthcare setting and discusses generative AI in eHealth, but the central study is a Wizard of Oz design exploration focused on embodiment and conversational style rather than operational governance, audit, oversight, or LLM-specific controls.","","","CAND-000060__4ee48a26.pdf","93275417e53801a8a1463bc5396782eb478bc76b5ccb43cadfa7cd0b46777962"
"CAND-000061__28b7ce0a","Institutionalised distrust and human oversight of artificial intelligence: towards a democratic design of AI governance under the European Union AI Act","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article provides a strong conceptual framework on human oversight and democratic AI governance under the EU AI Act, which is relevant to regulated AI governance. However, the provided text treats AI generically rather than LLM-based conversational systems specifically; conversational AI appears only briefly through a chatbot transparency example, so it is better suited as foundational contextual evidence than as central conversational-LLM governance evidence.","","","CAND-000061__28b7ce0a.pdf","4226a6e01cb6435c0e8a23f8a54ef1783a51ed0274d59aea0e2f44488dbc8c42"
"CAND-000062__461df7f0","On the Quest for Effectiveness in Human Oversight: Interdisciplinary Perspectives","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper provides a structured interdisciplinary framework for effective human oversight and analyzes EU AI Act Article 14, directly relevant to governance and accountability in regulated high-risk AI. It does not specifically address LLMs or conversational systems in the provided text, so it is better classified as supporting rather than central evidence for a review focused on conversational governance in LLM-based systems.","","","CAND-000062__461df7f0.pdf","9e64702f8323b5249a7e17ee66bb21250f17c115455f1bcdc3966a5ce346f813"
"CAND-000063__0222ae7e","Effective Human Oversight of AI-Based Systems: A Signal Detection Perspective on the Detection of Inaccurate and Unfair Outputs","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article directly addresses effective human oversight, error detection, fairness, risk mitigation, and high-risk regulated contexts (including EU AI Act Article 14), which align strongly with the review's governance and oversight dimensions. However, the provided text frames AI-based systems generically and does not specifically address conversational AI, chatbots, agents, RAG, or LLM-based systems; therefore it is better classified as supporting rather than central evidence for conversational LLM governance.","","","CAND-000063__0222ae7e.pdf","f7112ab057a7be0a60c3535dc4e41c615f682cb7420312139e5b319d5206eaa9"
"CAND-000064__aaaf4364","Bias and Unfairness in Information Retrieval Systems: New Challenges in the LLM Era","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper is a peer-reviewed KDD survey on bias and unfairness in LLM-integrated information retrieval systems, offering a distribution-mismatch taxonomy and mitigation strategies across data collection, model development, and result evaluation. It is relevant to governance-related fairness and risk themes but does not address conversational governance, chatbots, agents, RAG operational governance, audit/observability, human oversight, or regulated high-stakes domains in the provided text.","","","CAND-000064__aaaf4364.pdf","d76efa10f89e9152d53adde3f424ab9a9393d91f8467cf0118444aec7aca45e2"
"CAND-000065__5ea4c42d","The Ethics of ChatGPT in Medicine and Healthcare: A Systematic Review on Large Language Models (LLMs)","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The study is a systematic review mapping ethical issues and application fields of LLMs in medicine and healthcare, with recurrent themes of fairness, bias, transparency, privacy, harm, and human oversight. It provides foundational ethical context for regulated LLM use but the supplied text does not focus on conversational governance mechanisms such as guardrails, observability, audit logs, tracing, or operational compliance controls.","","","CAND-000065__5ea4c42d.pdf","78e34f37b129f6d3fcbcadce5feb300e052f0be6f42d5e05f9c9e95db6a6cbfc"
"CAND-000066__7d79d469","CodeHelp: Using Large Language Models with Guardrails for Scalable Support in Programming Classes","borderline","fundacional_contextual","sim","adjudicacao_manual_v2","","Estudo empírico de um assistente conversacional baseado em LLM, com guardrails e supervisão docente, mas sem foco substantivo em accountability, auditoria, compliance ou implantação regulada. É útil para contextualizar controles pedagógicos, não para sustentar as contagens analíticas.","we introduce CodeHelp, a novel LLM-powered tool designed with guardrails to provide on-demand assistance to programming students without directly revealing solutions","1","CAND-000066__7d79d469.pdf","bbdece914babadae51447d4bbb6207c07d0b4043d892632cd509810c2cfc2d0a"
"CAND-000067__48aa66a1","Sobre a eficiência da ética como ferramenta de governança da inteligência artificial","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article critically addresses AI governance through ethical guidelines, regulation, and bioethics across public and private contexts, aligning with governance and regulated-domain dimensions. However, it does not center conversational systems, LLMs, or operational conversational governance mechanisms; chatbots appear only as a peripheral deployment example.","","","CAND-000067__48aa66a1.pdf","53ef799dda41eaca1f3a69105646fdb83bab4a928a02a3aa2a0a46ac4310b944"
"CAND-000068__f632a8b1","Discursos sobre regulação e governança algorítmica","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","O artigo oferece enquadramento teórico relevante sobre regulação sobre algoritmos, accountability, transparência e supervisão social, mas não constitui evidência central para governança conversacional em sistemas baseados em LLMs. A triagem automatizada superestimou relevância por termos amplos de governança, regulação e IA.","","","CAND-000068__f632a8b1.pdf","404199f9c162d5abbb5ad9eaaa8e4c093b4a72ce510df57a4abd87e3073796f9"
